語句,読み,意味,語源等解説,関連語,関連分野,難易度
guitar,Guitar,ギター,,,食・健康,intermediate
gym,Gym,体育館、ジム,,,食・健康,intermediate
hair,Hair,髪,,,食・健康,intermediate
half,ハ́ーフ,半分,"古英語 ""healf""。派生: halfway(ハ́ーフウェイ): 中間の / halve(ハ́ーヴ): 半分にする","part(パ́ート): 部分, double(ダ́ブル): 2倍の",時間・数量,beginner
hall,Hall,ホール、広間,,,食・健康,intermediate
hamburger,ハ́ンバーガー,ハンバーガー,ドイツ・Hamburg(ハンブルク)市から。派生: hamburger steak(ハンバーグステーキ): ハンバーグ / cheeseburger(チ́ーズバーガー): チーズバーガー,"sandwich(サ́ンドウィッチ): サンドイッチ, fast food(ファ́ストフード): ファーストフード",人・社会,intermediate
hand,ハ́ンド,手・渡す,"古英語 ""hand""。派生: handle(ハ́ンドル): 取り扱う / handout(ハ́ンドアウト): 配布資料","give(ギ́ヴ): 与える, palm(パ́ーム): 掌",食・健康,beginner
handle,Handle,扱う,,,人・社会,intermediate
happen,ハ́ペン,起こる,古ノルド語。派生: happen to〜(ハ́ペントゥ): たまたま〜する / happening(ハ́ペニング): 出来事,"occur(オカ́ー): 起こる, take place(テイクプレ́イス): 開催される",人・社会,beginner
happy,ハ́ピー,幸せな,"中英語 ""hap""(運)。派生: happiness(ハ́ピネス): 幸福 / unhappy(アンハ́ピー): 不幸な","glad(グラ́ッド): うれしい, sad(サ́ッド): 悲しい",人・社会,beginner
hard,ハ́ード,難しい・固い,"古英語 ""heard""。派生: hardly(ハ́ードリ): ほとんど〜ない / hardship(ハ́ードシップ): 苦難","difficult(ディ́フィカルト): 難しい, firm(ファ́ーム): 固い",人・社会,beginner
hat,ハ́ット,帽子,"古英語 ""hæt""。派生: hatchet(ハ́チェット): 手斧(同根) / top hat(ト́ップハ́ット): シルクハット","cap(キャ́ップ): 帽子, coat(コ́ート): 上着",人・社会,beginner
have,ハ́ヴ,持つ・〜がある,"古英語 ""habban""。派生: have to(ハ́ヴトゥ): 〜しなければならない / have got(ハ́ヴガ́ット): 持っている(口語)","own(オ́ウン): 所有する, possess(ポゼ́ス): 所有する",人・社会,beginner
he,ヒ́ー,彼は,"古英語 ""he""。派生: himself(ヒムセ́ルフ): 彼自身","him(ヒ́ム): 彼を, his(ヒ́ズ): 彼の",言語基本,beginner
head,ヘ́ッド,頭・先頭,"古英語 ""heafod""。派生: headline(ヘ́ッドライン): 見出し / headquarter(s)(ヘ́ッドクォーターズ): 本部","brain(ブレ́イン): 脳, top(ト́ップ): 上部",食・健康,beginner
headache,Headache,頭痛,,,食・健康,intermediate
health,ヘ́ルス,健康,"古英語 ""hǣlth""。派生: healthy(ヘ́ルシー): 健康な / healthcare(ヘ́ルスケア): 医療","illness(イ́ルネス): 病気, medicine(メ́ディスン): 医学",食・健康,beginner
healthy,Healthy,健康な,,,食・健康,intermediate
hear,ヒ́ア,聞く,"古英語 ""hieran""。派生: hear of(ヒ́アオブ): 〜のうわさを聞く / overhear(オーヴァヒ́ア): 立ち聞きする","listen(リ́スン): 聞く, sound(サ́ウンド): 音",人・社会,beginner
heart,ハ́ート,心・心臓,"古英語 ""heorte""。派生: heartfelt(ハ́ートフェルト): 心からの / heart attack(ハ́ートアタック): 心臓発作","mind(マ́インド): 心, chest(チェ́スト): 胸",食・健康,beginner
heat,ヒ́ート,熱・加熱する,"古英語 ""hǣtu""。派生: heater(ヒ́ーター): 暖房機 / heat up(ヒ́ートアッ́プ): 温める","hot(ホ́ット): 熱い, temperature(テ́ンプリチャ): 温度",食・健康,beginner
heavy,ヘ́ヴィ,重い,"古英語 ""hefig""。派生: heavily(ヘ́ヴィリ): 重く / heavy rain(ヘ́ヴィレイン): 大雨","light(ラ́イト): 軽い, weight(ウェ́イト): 重さ",人・社会,beginner
hello,Hello,こんにちは,,,食・健康,intermediate
help,ヘ́ルプ,助ける・助け,"古英語 ""helpan""。派生: helpful(ヘ́ルプフル): 役に立つ / helpless(ヘ́ルプレス): 無力な","assist(アシ́スト): 手伝う, aid(エ́イド): 援助",人・社会,beginner
helpful,Helpful,役立つ,,,人・社会,intermediate
her,ハ́ー,彼女の・彼女を,"古英語 ""hire""。派生: hers(ハ́ーズ): 彼女のもの","she(シー): 彼女は, herself(ハーセルフ): 彼女自身",人・社会,beginner
here,ヒ́ア,ここに,"古英語 ""hēr""。派生: here and there(ヒ́アアンドゼア): あちこちに / here's(ヒ́アズ): 〜です(口語)","there(ゼ́ア): そこに, where(ウェ́ア): どこ",場所・移動,beginner
heritage,Heritage,遺産,,,食・健康,intermediate
hero,Hero,英雄、ヒーロー,,,食・健康,intermediate
hers,Hers,彼女のもの,,,食・健康,intermediate
herself,Herself,彼女自身,,,食・健康,intermediate
hi,Hi,やあ、こんにちは,,,食・健康,intermediate
hide,Hide,隠す,,,人・社会,intermediate
high,ハ́イ,高い,"古英語 ""hēah""。派生: higher(ハ́イヤー): より高い / highlight(ハ́イライト): 強調する","low(ロ́ウ): 低い, tall(ト́ール): 背が高い",人・社会,beginner
hill,ヒ́ル,丘,"古英語 ""hyll""。派生: hillside(ヒ́ルサイド): 丘の斜面 / downhill(ダウンヒ́ル): 下り坂","mountain(マ́ウンテン): 山, valley(ヴァ́リー): 谷",人・社会,beginner
him,ヒ́ム,彼を・彼に,heの目的格。派生: with him(ウィズヒム): 彼と一緒に,"he(ヒー): 彼は, his(ヒズ): 彼の, himself(ヒムセルフ): 彼自身",言語基本,beginner
himself,Himself,彼自身,,,食・健康,intermediate
his,ヒ́ズ,彼の,"古英語 ""his""。派生: his own(ヒズオ́ウン): 彼自身の","he(ヒー): 彼は, him(ヒム): 彼を",言語基本,beginner
history,ヒ́ストリー,歴史,"ギリシャ語 ""historia""(探求)。派生: historic(ヒスト́リック): 歴史上重要な / historian(ヒストー́リアン): 歴史家","past(パ́スト): 過去, culture(カ́ルチャー): 文化",学校・学習,intermediate
hit,Hit,打つ、ヒット,,,食・健康,intermediate
hobby,Hobby,趣味,,,食・健康,intermediate
hold,ホ́ウルド,持つ・開催する,"古英語 ""healdan""。派生: holder(ホ́ウルダー): 容器 / hold on(ホ́ウルドオ́ン): 少し待つ","keep(キ́ープ): 保つ, grasp(グラ́スプ): つかむ",運動・娯楽,beginner
hole,Hole,穴,,,食・健康,intermediate
holiday,Holiday,休日,,,食・健康,intermediate
home,ホ́ウム,家・家庭,"古英語 ""hām""。派生: homeless(ホ́ウムレス): ホームレスの / homepage(ホ́ウムページ): ホームページ","house(ハ́ウス): 家, family(フ́ァミリー): 家族",場所・移動,beginner
hometown,Hometown,故郷,,,食・健康,intermediate
homework,Homework,宿題,,,食・健康,intermediate
hope,ホ́ウプ,望む・望み,"古英語 ""hopa""。派生: hopeful(ホ́ウプフル): 希望に満ちた / hopeless(ホ́ウプレス): 絶望的な","wish(ウィ́ッシュ): 願う, expect(イクスペ́クト): 期待する",人・社会,beginner
hopeful,Hopeful,hopeに満ちた,,,人・社会,intermediate
horror,Horror,horrする人,,,人・社会,intermediate
horse,ホ́ース,馬,"古英語 ""hors""。派生: horseback(ホ́ースバック): 乗馬 / horsepower(ホ́ースパワー): 馬力","animal(ア́ニマル): 動物, cow(カ́ウ): 牛",自然・環境,beginner
hospital,ホ́スピタル,病院,"ラテン語 ""hospes""(客/もてなし)。派生: hospitality(ホスピタリ́ティ): 歓待 / hospice(ホ́スピス): 緩和ケア施設","clinic(クリ́ニック): 診療所, doctor(ド́クター): 医者",食・健康,beginner
host,Host,主催者、ホスト,,,食・健康,intermediate
hot,ホ́ット,熱い・辛い,"古英語 ""hāt""。派生: hotline(ホ́ットライン): 直通電話 / hot dog(ホ́ットドッグ): ホットドッグ","warm(ウォ́ーム): 暖かい, spicy(スパ́イシー): 辛い",食・健康,beginner
hotel,Hotel,ホテル,,,食・健康,intermediate
hour,ア́ワー,1時間,"フランス語経由ラテン語 ""hora""。派生: rush hour(ラ́ッシュア́ワー): 混雑時間 / hourly(ア́ワリ): 毎時の","minute(ミ́ニット): 分, day(デ́イ): 日",時間・数量,beginner
house,ハ́ウス,家・住宅,"古英語 ""hūs""。派生: household(ハ́ウスホールド): 世帯 / housing(ハ́ウジング): 住宅","home(ホ́ウム): 家庭, building(ビ́ルディング): 建物",場所・移動,beginner
how,ハ́ウ,どのように,"古英語 ""hu""。派生: however(ハウエ́ヴァー): しかしながら","what(ワット): 何, why(ワイ): なぜ",言語基本,beginner
however,However,しかしながら,,,人・社会,intermediate
hug,Hug,抱きしめる,,,食・健康,intermediate
huge,Huge,巨大な,,,人・社会,intermediate
human,ヒュ́ーマン,人間の,"ラテン語 ""humanus""。派生: humanity(ヒュマ́ニティ): 人間性 / humane(ヒュメ́イン): 人道的な","person(パ́ーソン): 人, people(ピ́ープル): 人々",人・社会,beginner
hundred,ハ́ンドレッド,100,"古英語 ""hund(red)""。派生: hundredth(ハ́ンドレッス): 100番目 / hundreds of(ハ́ンドレッズオブ): 何百もの","ten(テ́ン): 10, thousand(サ́ウザンド): 1000",人・社会,beginner
hungry,ハ́ングリ,空腹の,"古英語 ""hungor""。派生: hunger(ハ́ンガー): 飢え / hungry for〜(ハ́ングリフォー): 〜に飢えて","thirsty(サ́ースティ): のどが渇いた, full(フ́ル): 満腹の",自然・環境,beginner
hunt,Hunt,狩る,,,人・社会,intermediate
hurt,Hurt,傷つける、痛む,,,食・健康,intermediate
husband,Husband,夫,,,食・健康,intermediate
I,ア́イ,私は,"古英語 ""ic""。派生: myself(マイセ́ルフ): 私自身","me(ミー): 私を, my(マ́イ): 私の",言語基本,beginner
idea,アイデ́ィア,考え・発想,"ギリシャ語 ""idea""。派生: ideal(アイデ́ィアル): 理想の / idealism(アイデ́ィアリズム): 観念論","thought(ソ́ート): 考え, plan(プラ́ン): 計画",人・社会,beginner
if,イ́フ,もし〜なら,"古英語 ""gif""。派生: if only(イ́フオ́ンリ): 〜でさえあれば / as if(ア́ズイ́フ): まるで〜のように","when(ウェ́ン): 〜するとき, unless(アンレ́ス): 〜でない限り",言語基本,beginner
image,イ́メジ,像・イメージ,"ラテン語 ""imago""。派生: imagine(イマ́ジン): 想像する / imagery(イ́メジャリ): 比喩表現","picture(ピ́クチャー): 絵, photo(フォ́ト): 写真",人・社会,beginner
imagine,Imagine,想像する,,,人・社会,intermediate
important,Important,重要な,,,人・社会,intermediate
impossible,Impossible,不可能な,,,人・社会,intermediate
improve,インプル́ーブ,改善する,"ラテン語 ""probare""(試す)→仏語経由。派生: improvement(インプル́ーブメント): 改善 / improvise(イ́ンプロヴァイズ): 即興する(同根)","better(ベ́ター): より良くする, develop(ディヴェ́ロップ): 発展させる",人・社会,beginner
in,In,〜の中に,,,食・健康,intermediate
include,インクル́ード,含む,"ラテン語 ""includere""(閉じ込める)。派生: inclusive(インクル́ーシヴ): 包括的な / include A in B(インクル́ードエ́ーインビ́ー): AをBに含める","contain(コンテ́イン): 含む, involve(インヴォ́ルヴ): 含む",人・社会,beginner
including,Including,〜を含めて,,,人・社会,intermediate
increase,インクリ́ース,増加する・増加,"ラテン語 ""increscere""(成長する)。派生: increasingly(インクリ́ーシングリ): ますます / increase in(インクリ́ースイン): 〜において増加する","grow(グロ́ウ): 成長する, rise(ラ́イズ): 上がる",人・社会,beginner
India,India,インド,,,場所・移動,intermediate
influence,Influence,影響を与える,,,自然・環境,intermediate
information,インフォメ́イション,情報,"ラテン語 ""informare""(形作る)。派生: inform(インフォ́ーム): 知らせる / informative(インフォ́ーマティヴ): 有益な","data(デ́イタ): データ, news(ニ́ューズ): 知らせ",科学・技術,beginner
injure,Injure,傷つける,,,食・健康,intermediate
injured,Injured,けがをした,,,食・健康,intermediate
ink,Ink,インク,,,食・健康,intermediate
inner,Inner,内部の,,,場所・移動,intermediate
inside,インサ́イド,〜の内側に・中,"中英語 ""in""+""side""。派生: insider(インサ́イダー): 内部者 / inside out(インサ́イドア́ウト): 裏返しに","within(ウィジ́ン): 〜の中に, outside(ア́ウトサイド): 外側",場所・移動,beginner
instead,インステ́ッド,代わりに,"中英語 ""in""+""stead""(場所)。派生: in place of(インプレ́イスオブ): 〜の代わりに / instead of(インステ́ッドオブ): 〜の代わりに","rather(ラ́ーザー): むしろ, alternatively(オールタ́ーネイティヴリ): あるいは",人・社会,beginner
instruction,Instruction,instructionすること,,,人・社会,intermediate
interest,イ́ンタレスト,興味・利子,"ラテン語 ""interesse""(間にある→関係する)。派生: interesting(イ́ンタレスティング): 面白い / interested(イ́ンタレスティッド): 興味がある","attention(アテ́ンション): 注意, hobby(ホ́ビー): 趣味",食・健康,beginner
