語句,読み,意味,語源等解説,関連語,関連分野,難易度
fiction,Fiction,fictionすること,fiction の語源情報が必要です。,,名詞,中級
field,フィ́ールド,畑・分野,"古英語 ""feld""。派生: field trip(フ́ィールドトリップ): 校外学習 / fieldwork(フ́ィールドワーク): 野外調査","farm(フ́ァーム): 農場, area(エ́リア): 領域",社会,初級
fifteen,Fifteen,[手動確認必要: fifteen],fifteen の語源情報が必要です。,,中級語彙,中級
fifth,Fifth,[手動確認必要: fifth],fifth の語源情報が必要です。,,中級語彙,中級
fifty,Fifty,[手動確認必要: fifty],fifty の語源情報が必要です。,,中級語彙,中級
fight,フ́ァイト,戦う,"古英語 ""feohtan""。派生: fighter(フ́ァイター): 戦う人 / fight back(フ́ァイトバ́ック): 反撃する","battle(バ́トル): 戦い, argue(ア́ーギュー): 口論する",社会,初級
figure,フ́ィガー,数字・人物像,"ラテン語 ""figura""。派生: figurative(フ́ィギュラティヴ): 比喩の / configure(コンフ́ィギュア): 構成する(同根)","number(ナ́ンバー): 数字, shape(シ́ェイプ): 形",学習,初級
file,File,[手動確認必要: file],file の語源情報が必要です。,,中級語彙,中級
fill,フ́ィル,満たす,"古英語 ""fyllan""。派生: filler(フ́ィラー): 詰め物 / refill(リフィ́ル): 再び満たす","pour(ポ́ア): 注ぐ, full(フ́ル): いっぱいの",動作,初級
final,フ́ァイナル,最後の・決勝,"ラテン語 ""finis""(終わり)。派生: finally(フ́ァイナリ): ついに / finalize(フ́ァイナライズ): 最終決定する","last(ラ́スト): 最後の, end(エン́ド): 終わり",時間,初級
finally,Finally,最後に,finally の詳細な語源情報を追加してください。,,中級語彙,中級
find,フ́ァインド,見つける,"古英語 ""findan""。派生: finder(フ́ァインダー): 見つける人 / find out(フ́ァインドア́ウト): 突き止める","discover(ディスカ́ヴァー): 発見する, locate(ロ́ウケイト): 見つける",動作,初級
fine,フ́ァイン,良い・罰金,"ラテン語 ""finis"" 由来(精妙/終わり)。派生: finely(フ́ァインリ): 細かく / refine(リファ́イン): 洗練する","good(グッ́ド): 良い, penalty(ペ́ナルティ): 罰金",評価,初級
finger,フ́ィンガー,指,"古英語 ""finger""。派生: fingerprint(フ́ィンガープリント): 指紋 / fingertip(フ́ィンガーティップ): 指先","hand(ハ́ンド): 手, toe(ト́ウ): 足の指",人体,初級
finish,フ́ィニッシュ,終える・仕上げ,"ラテン語 ""finire""。派生: finished product(フ́ィニッシュトプロ́ダクト): 完成品 / finishing line(フ́ィニッシングラ́イン): 決勝線","complete(コンプリー́ト): 完全にする, end(エン́ド): 終える",手続き,初級
fire,フ́ァイア,火・発砲する・解雇する,"古英語 ""fyr""。派生: wildfire(ワ́イルドファイア): 山火事 / firework(フ́ァイアワーク): 花火","heat(ヒ́ート): 熱, burn(バ́ーン): 燃える",自然,初級
firework,Firework,[手動確認必要: firework],firework の語源情報が必要です。,,中級語彙,中級
first,フ́ァースト,最初の,"古英語 ""fyrst""。派生: firstly(フ́ァーストリ): 第一に / first aid(フ́ァーストエ́イド): 応急処置","beginning(ビギ́ニング): 初め, primary(プライ́マリ): 第一の",時間,初級
fish,フ́ィッシュ,魚,"古英語 ""fisc""。派生: fishing(フ́ィッシング): 釣り / fishery(フ́ィシャリ): 漁業","river(リ́バー): 川, sea(ス́ィー): 海",生物,初級
fishing,Fishing,[手動確認必要: fishing],fishing の語源情報が必要です。,,中級語彙,中級
fit,フ́ィット,合う・健康な,"古英語 ""fitt""(適した)。派生: fitness(フ́ィットネス): 体力 / outfit(ア́ウトフィット): 服装","match(マ́ッチ): 合う, suit(ス́ート): 似合う",評価,初級
five,フ́ァイヴ,5,"古英語 ""fīf""。派生: fifteen(フィフティ́ーン): 15 / fifth(フ́ィフス): 5番目","four(フォ́ー): 4, six(ス́ィックス): 6、four(フォー): 4, six(シックス): 6, five times(ファイヴタイムズ): 5回",数、数詞,初級
fix,Fix,[手動確認必要: fix],fix の語源情報が必要です。,,中級語彙,中級
flight,Flight,[手動確認必要: flight],flight の語源情報が必要です。,,中級語彙,中級
floor,フロ́ア,床・階,古ノルド語。派生: first floor(フ́ァーストフロ́ア): 1階(英) / floor plan(フロ́アプラン): 間取り図,"ground(グラ́ウンド): 地面, level(レ́ベル): 階",位置,初級
flower,フラ́ワー,花,"ラテン語 ""florem""。派生: flour(フラ́ワー): 小麦粉(同語源) / floral(フロ́ーラル): 花の","plant(プラ́ント): 植物, bloom(ブル́ーム): 咲く",自然,初級
fly,フラ́イ,飛ぶ・ハエ,"古英語 ""flēogan""。派生: flyer(フラ́イヤー): チラシ / fly away(フラ́イアウェ́イ): 飛び去る","soar(ソ́ア): 舞い上がる, insect(イ́ンセクト): 昆虫",生物,初級
focus,Focus,焦点を当てる,focus の詳細な語源情報を追加してください。,,中級語彙,中級
fold,Fold,折る,fold の詳細な語源情報を追加してください。,,中級語彙,中級
follow,フォ́ロー,従う・後に続く,"古英語 ""fylgian""。派生: follower(フォ́ロワー): 信奉者 / follow-up(フォ́ローアッ́プ): 継続","obey(オベ́イ): 従う, track(トラ́ック): 追跡する",社会,初級
food,フ́ード,食べ物,"古英語 ""fōda""。派生: seafood(スィ́ーフード): 海産物 / fast food(フ́ァストフード): ファストフード","meal(ミ́ール): 食事, dish(デ́ィッシュ): 料理",食べ物,初級
foot,フ́ット,足・フィート,"古英語 ""fōt""。派生: football(フ́ットボール): サッカー/米式 / footprint(フ́ットプリント): 足跡","leg(レ́グ): 脚, meter(ミ́ーター): メートル",人体,初級
football,Football,[手動確認必要: football],football の語源情報が必要です。,,中級語彙,中級
for,フォ́ー,〜のために・〜に対して,"古英語 ""for""。派生: for example(フォ́ーエグザ́ンプル): 例えば / for a while(フォ́ーアワ́イル): しばらくの間","to(トゥ́ー): 〜へ, because of(ビカ́ズオブ): 〜のために",前置詞,初級
foreign,フォ́ーリン,外国の,"ラテン語 ""foris""(外側)→古仏語 ""forain""。派生: foreigner(フォ́ーリナー): 外国人 / foreign language(フォ́ーリン ラ́ングウィッジ): 外国語","domestic(ドメ́スティック): 国内の, abroad(アブロ́ード): 海外へ",形容詞,中級
forest,フォ́レスト,森,"ラテン語 ""foris""(外)→古仏語。派生: forestry(フォ́レスツリ): 林学 / rainforest(レ́インフォレスト): 熱帯雨林","woods(ウッ́ズ): 林, tree(トリ́ー): 木",自然,初級
forever,Forever,forevする人,forever の語源情報が必要です。,,名詞,中級
forget,フォゲ́ット,忘れる,"古英語 ""forgietan""。派生: forgetful(フォゲ́ットフル): 物忘れの / forget-me-not(フォゲ́ットミノット): ワスレナグサ","remember(リメ́ンバー): 覚える, recall(リコ́ール): 思い出す",思考,初級
fortunately,Fortunately,幸運にも,fortunately の詳細な語源情報を追加してください。,,中級語彙,中級
forty,Forty,[手動確認必要: forty],forty の語源情報が必要です。,,中級語彙,中級
forward,フォ́ーワード,前方へ・転送する,"古英語 ""forweard""。派生: forwarder(フォ́ワーダー): 運送業者 / forward-looking(フォ́ーワードルッキング): 先見的な","ahead(アヘ́ッド): 前方に, send(セ́ンド): 送る",交通,初級
four,フ́ォー,4,"古英語 ""feower""。派生: fourteen(フォーティ́ーン): 14 / fourth(フォ́ース): 4番目","three(スリ́ー): 3, five(フ́ァイヴ): 5、three(スリー): 3, five(ファイヴ): 5, quarter(クウォーター): 4分の1",数、数詞,初級
fourteen,Fourteen,[手動確認必要: fourteen],fourteen の語源情報が必要です。,,中級語彙,中級
fourth,Fourth,[手動確認必要: fourth],fourth の語源情報が必要です。,,中級語彙,中級
France,France,[手動確認必要: france],France の語源情報が必要です。,,中級語彙,中級
free,フリ́ー,自由な・無料の,"古英語 ""frēo""。派生: freedom(フリ́ーダム): 自由 / free of charge(フリ́ーオブチャージ): 無料で","liberal(リ́ベラル): 自由な, open(オ́ウプン): 開放された",概念,初級
freedom,Freedom,[手動確認必要: freedom],freedom の語源情報が必要です。,,中級語彙,中級
freely,Freely,freeの状態で,freely の語源情報が必要です。,,副詞,中級
fresh,Fresh,新鮮な,fresh の詳細な語源情報を追加してください。,,中級語彙,中級
Friday,Friday,[手動確認必要: friday],Friday の語源情報が必要です。,,中級語彙,中級
friend,フレ́ンド,友達,"古英語 ""frēond""。派生: friendly(フレ́ンドリ): 友好的な / friendship(フレ́ンドシップ): 友情","family(フ́ァミリー): 家族, mate(メ́イト): 仲間",人間関係,初級
friendly,Friendly,友好的な,friendly の詳細な語源情報を追加してください。,,中級語彙,中級
frog,Frog,[手動確認必要: frog],frog の語源情報が必要です。,,中級語彙,中級
from,フロ́ム,〜から,"古英語 ""fram""。派生: from now on(フロ́ムナ́ウオン): 今後ずっと / from A to B(フロ́ムエ́ートゥビ́ー): AからBまで","since(シ́ンス): 〜以来, out of(ア́ウトオブ): 〜から",前置詞,初級
front,フロ́ント,前・正面,古フランス語。派生: frontier(フロンテ́ィア): 国境・未開地 / upfront(アップフロ́ント): 前もって,"back(バ́ック): 後ろ, face(フ́ェイス): 顔",位置,初級
fruit,Fruit,[手動確認必要: fruit],fruit の語源情報が必要です。,,中級語彙,中級
full,フ́ル,いっぱいの・完全な,"古英語 ""full""。派生: fully(フ́リ): 完全に / fullness(フ́ルネス): 充満","empty(エ́ムプティ): 空の, complete(コンプリー́ト): 完全な",状態,初級
fun,フ́ァン,楽しみ,17世紀英語の俗語。派生: funny(フ́ァニ): 面白い / have fun(ハヴフ́ァン): 楽しむ,"enjoy(エンジョ́イ): 楽しむ, amusement(アミュー́ズメント): 娯楽",感情,初級
funny,Funny,おかしい,funny の詳細な語源情報を追加してください。,,中級語彙,中級
further,Further,furthする人,further の語源情報が必要です。,,名詞,中級
future,フ́ューチャー,未来,"ラテン語 ""futurus""(将来の)。派生: in the future(インザフ́ューチャー): 将来 / future tense(フ́ューチャーテンス): 未来時制","present(プレ́ゼント): 現在, past(パ́スト): 過去",時間,初級
game,ゲ́イム,遊び・試合,"古英語 ""gamen""(楽しみ)。派生: gameplay(ゲ́イムプレイ): 遊び方 / gamer(ゲ́イマー): ゲーマー","match(マ́ッチ): 試合, sport(スポ́ート): スポーツ",レジャー,初級
garbage,Garbage,[手動確認必要: garbage],garbage の語源情報が必要です。,,中級語彙,中級
